,coin,duration,favorite,like,sectid,sectname,time,view
50,34.85,2523.29,165.82,1.89,71.0,综艺,2016-09-17 07:11:36,6727.1
51,84.67,618.25,274.94,1.72,157.0,美妆,2016-09-17 07:11:36,9349.75
52,47.77,673.27,142.99,1.52,76.0,美食圈,2016-09-17 07:11:36,11655.73
53,249.21,286.15,337.42,4.13,31.0,翻唱,2016-09-17 07:11:36,7811.13
54,44.18,4126.28,1151.32,3.32,180.0,舌尖上的旅行,2016-09-17 07:11:36,18074.92
55,125.4,635.18,1260.67,8.29,156.0,舞蹈教程,2016-09-17 07:11:36,30779.52
56,52.29,390.22,340.61,3.48,131.4,资讯,2016-09-17 07:11:36,8018.25
57,45.88,918.5,280.09,2.31,124.0,趣味科普人文,2016-09-17 07:11:36,15944.45
58,35.14,2566.94,188.03,1.19,163.0,运动,2016-09-17 07:11:36,4992.32
59,1606.34,1177.8,280.24,2.83,33.0,连载动画,2016-09-17 07:11:36,492463.57
60,26.5,1351.81,135.51,1.19,122.0,野生技术协会,2016-09-17 07:11:36,3517.82
61,153.44,129.24,258.63,2.38,26.0,音MAD,2016-09-17 07:11:36,8822.89
62,21.65,1630.21,116.66,1.84,130.0,音乐选集,2016-09-17 07:11:36,2432.46
63,8.97,486.89,23.98,0.25,136.0,音游,2016-09-17 07:11:36,840.72
64,54.41,701.3,312.07,3.78,184.0,预告 资讯,2016-09-17 07:11:36,12227.14
65,939.81,148.66,1472.35,17.72,22.0,鬼畜调教,2016-09-17 07:11:36,62970.84
0,41.23,1968.37,260.34,2.66,175.0,ASMR,2016-09-27 07:11:36,6866.65
1,58.09,329.86,133.1,1.97,121.0,GMV,2016-09-27 07:11:36,3622.04
2,145.5,245.57,261.41,4.74,24.0,MAD-AMV,2016-09-27 07:11:36,4664.32
3,111.21,211.44,463.81,4.16,25.0,MMD-3D,2016-09-27 07:11:36,5551.14
4,145.4,1112.59,50.51,1.64,19.0,Mugen,2016-09-27 07:11:36,4808.66
5,38.32,593.84,238.96,1.81,54.0,OP-ED-OST,2016-09-27 07:11:36,5405.81
6,136.05,305.61,334.32,5.25,30.0,VOCALOID-UTAU,2016-09-27 07:11:36,4235.84
7,158.59,224.09,444.64,12.33,154.0,三次元舞蹈,2016-09-27 07:11:36,18354.49
8,24.22,1292.78,129.54,3.29,29.0,三次元音乐,2016-09-27 07:11:36,3818.51
9,1805.95,227.34,1445.82,23.59,126.0,人力VOCALOID,2016-09-27 07:11:36,46182.8
10,74.77,6055.87,1369.47,9.24,37.0,人文历史,2016-09-27 07:11:36,23730.4
11,35.61,2466.68,1427.4,12.59,164.0,健身,2016-09-27 07:11:36,12667.9
12,177.07,994.22,611.87,12.49,174.0,其他,2016-09-27 07:11:36,44509.14
13,39.84,254.54,111.42,2.42,75.0,动物圈,2016-09-27 07:11:36,9375.2
14,474.09,257.26,664.97,5.78,28.0,原创音乐,2016-09-27 07:11:36,12328.42
15,730.55,34461.15,6993.5,62.25,185.0,国产剧,2016-09-27 07:11:36,253240.8
16,971.04,388.93,273.86,5.96,153.0,国产动画,2016-09-27 07:11:36,313718.77
17,286.71,1147.96,689.13,18.3,168.0,国产原创相关,2016-09-27 07:11:36,16861.41
18,876.86,5506.85,4733.89,152.68,147.0,国产电影,2016-09-27 07:11:36,104735.48
19,319.07,333.16,471.77,3.54,20.0,宅舞,2016-09-27 07:11:36,19684.38
20,231.24,23742.42,855.04,7.96,32.0,完结动画,2016-09-27 07:11:36,64925.21
21,35.49,2523.6,154.85,1.58,152.0,官方延伸,2016-09-27 07:11:36,2800.54
22,207.23,5898.92,389.77,10.81,169.0,布袋戏,2016-09-27 07:11:36,21169.54
23,17.82,208.81,105.24,1.14,166.0,广告,2016-09-27 07:11:36,5343.53
24,59.52,402.11,199.83,3.88,183.0,影视剪辑,2016-09-27 07:11:36,7815.63
25,455.89,626.53,505.62,15.42,182.0,影视杂谈,2016-09-27 07:11:36,78762.53
26,24.65,654.51,270.07,2.15,161.0,手工,2016-09-27 07:11:36,3695.2
27,113.5,960.37,226.92,1.79,172.0,手机游戏,2016-09-27 07:11:36,13394.74
28,126.92,441.47,203.62,5.03,138.0,搞笑,2016-09-27 07:11:36,15011.94
29,670.5,1650.83,4880.67,21.83,127.0,教程演示,2016-09-27 07:11:36,51809.0
30,44.84,525.34,108.19,0.97,95.0,数码,2016-09-27 07:11:36,10044.2
31,44.07,783.85,112.16,2.35,21.0,日常,2016-09-27 07:11:36,6431.79
32,43.99,1209.29,177.34,4.1,137.0,明星,2016-09-27 07:11:36,5079.71
33,103.97,492.86,144.7,2.29,96.0,星海,2016-09-27 07:11:36,9338.07
34,89.38,467.66,249.84,2.17,158.0,服饰,2016-09-27 07:11:36,9849.25
35,6.15,592.13,42.75,0.53,98.0,机械,2016-09-27 07:11:36,3794.76
36,25.59,2101.09,25.15,0.36,173.0,桌游棋牌,2016-09-27 07:11:36,8003.39
37,9.88,711.98,37.47,0.27,176.0,汽车,2016-09-27 07:11:36,3994.95
38,96.31,343.94,152.89,2.71,59.0,演奏,2016-09-27 07:11:36,4290.2
39,23.27,6105.13,255.81,1.52,39.0,演讲-公开课,2016-09-27 07:11:36,2233.65
40,15.59,10405.14,394.39,2.75,179.0,热血军事,2016-09-27 07:11:36,6127.3
41,31.25,432.05,95.03,2.71,86.0,特摄,2016-09-27 07:11:36,5190.74
42,52.7,3491.2,53.58,0.43,171.0,电子竞技,2016-09-27 07:11:36,8326.25
43,243.18,251.36,346.18,7.82,82.0,电影相关,2016-09-27 07:11:36,8425.27
44,59.78,371.7,150.43,2.04,128.0,电视剧相关,2016-09-27 07:11:36,3442.7
45,24.56,773.6,160.26,1.79,85.0,短片,2016-09-27 07:11:36,4758.3
46,280.84,530.77,543.49,11.66,47.0,短片-手书-配音,2016-09-27 07:11:36,9382.0
47,20.45,4280.72,379.12,1.57,178.0,科学探索,2016-09-27 07:11:36,5957.71
48,69.85,3772.82,376.99,3.03,162.0,绘画,2016-09-27 07:11:36,3316.98
49,212.56,515.51,374.55,6.02,27.0,综合,2016-09-27 07:11:36,12536.19
50,34.85,2923.73,184.8,2.61,71.0,综艺,2016-09-27 07:11:36,7562.4
51,84.19,599.62,264.62,3.23,157.0,美妆,2016-09-27 07:11:36,9510.75
52,46.39,754.82,143.95,2.11,76.0,美食圈,2016-09-27 07:11:36,11647.78
53,281.49,268.0,354.05,4.8,31.0,翻唱,2016-09-27 07:11:36,9023.79
54,26.59,5261.05,404.13,0.77,180.0,舌尖上的旅行,2016-09-27 07:11:36,8828.49
55,110.47,680.23,950.47,6.16,156.0,舞蹈教程,2016-09-27 07:11:36,25544.76
56,37.18,645.76,253.48,1.34,137.7,资讯,2016-09-27 07:11:36,6788.45
57,70.0,1099.07,259.72,3.05,124.0,趣味科普人文,2016-09-27 07:11:36,16289.45
58,49.54,2108.72,180.51,1.11,163.0,运动,2016-09-27 07:11:36,3892.05
59,1581.91,512.2,643.91,5.37,33.0,连载动画,2016-09-27 07:11:36,619465.25
60,47.43,1989.44,197.02,1.48,122.0,野生技术协会,2016-09-27 07:11:36,5346.89
61,153.24,133.9,246.36,4.94,26.0,音MAD,2016-09-27 07:11:36,7733.35
62,43.17,1319.11,205.29,3.63,130.0,音乐选集,2016-09-27 07:11:36,5852.62
63,13.79,483.79,25.18,0.23,136.0,音游,2016-09-27 07:11:36,916.07
64,41.57,794.3,282.03,4.23,184.0,预告 资讯,2016-09-27 07:11:36,11801.75
65,1386.13,133.69,1606.13,32.92,22.0,鬼畜调教,2016-09-27 07:11:36,58496.16
0,37.38,1997.6,220.27,2.16,175.0,ASMR,2016-10-07 07:11:36,6008.93
1,50.23,382.25,118.99,2.21,121.0,GMV,2016-10-07 07:11:36,3437.65
2,111.24,224.98,222.56,3.8,24.0,MAD-AMV,2016-10-07 07:11:36,4525.58
3,128.43,202.65,549.96,3.95,25.0,MMD-3D,2016-10-07 07:11:36,6582.16
4,61.61,1507.13,54.14,1.02,19.0,Mugen,2016-10-07 07:11:36,6963.75
5,24.02,600.18,159.66,1.23,54.0,OP-ED-OST,2016-10-07 07:11:36,3843.85
6,68.67,296.6,206.28,3.01,30.0,VOCALOID-UTAU,2016-10-07 07:11:36,2084.17
7,118.06,291.46,363.45,3.07,154.0,三次元舞蹈,2016-10-07 07:11:36,17000.21
8,30.57,1526.35,154.87,4.24,29.0,三次元音乐,2016-10-07 07:11:36,3507.78
9,2259.15,227.03,2140.98,32.77,126.0,人力VOCALOID,2016-10-07 07:11:36,62121.94
10,44.63,7320.25,452.41,3.42,37.0,人文历史,2016-10-07 07:11:36,8137.44
11,19.85,925.18,736.04,5.24,164.0,健身,2016-10-07 07:11:36,10071.39
12,99.87,1058.19,448.12,5.75,174.0,其他,2016-10-07 07:11:36,22856.02
13,45.74,407.2,104.84,2.58,75.0,动物圈,2016-10-07 07:11:36,10003.44
14,973.85,236.61,1062.42,15.65,28.0,原创音乐,2016-10-07 07:11:36,18764.84
15,65.83,65566.96,1293.89,12.52,185.0,国产剧,2016-10-07 07:11:36,39870.78
16,1700.61,1577.59,289.34,7.93,153.0,国产动画,2016-10-07 07:11:36,250611.64
17,239.23,1596.39,811.22,20.16,168.0,国产原创相关,2016-10-07 07:11:36,14092.75
18,4.17,5371.84,141.88,1.3,147.0,国产电影,2016-10-07 07:11:36,4257.12
19,706.85,344.69,813.15,8.16,20.0,宅舞,2016-10-07 07:11:36,29936.5
20,263.36,20661.87,1546.38,12.4,32.0,完结动画,2016-10-07 07:11:36,53144.49
21,29.58,3122.52,124.25,1.07,152.0,官方延伸,2016-10-07 07:11:36,2415.43
22,165.14,38092.29,351.71,3.71,169.0,布袋戏,2016-10-07 07:11:36,15775.0
23,23.19,291.9,149.87,1.27,166.0,广告,2016-10-07 07:11:36,8335.15
24,64.43,378.55,157.49,2.92,183.0,影视剪辑,2016-10-07 07:11:36,6973.45
25,339.31,508.58,325.31,8.68,182.0,影视杂谈,2016-10-07 07:11:36,61217.51
26,31.23,649.42,173.8,1.97,161.0,手工,2016-10-07 07:11:36,2513.63
27,87.6,888.5,100.34,1.1,172.0,手机游戏,2016-10-07 07:11:36,9654.06
28,76.36,544.03,125.05,3.49,138.0,搞笑,2016-10-07 07:11:36,12208.11
29,680.5,760.0,1102.25,7.25,127.0,教程演示,2016-10-07 07:11:36,24920.0
30,39.81,445.91,45.38,0.59,95.0,数码,2016-10-07 07:11:36,6191.16
31,41.3,851.55,111.92,3.72,21.0,日常,2016-10-07 07:11:36,6160.89
32,33.29,1561.46,138.74,2.98,137.0,明星,2016-10-07 07:11:36,3897.27
33,62.48,633.36,92.03,2.29,96.0,星海,2016-10-07 07:11:36,8994.87
34,59.75,370.79,304.84,1.53,158.0,服饰,2016-10-07 07:11:36,7940.21
35,5.41,765.34,35.0,0.51,98.0,机械,2016-10-07 07:11:36,4618.53
36,34.37,2969.85,22.02,0.27,173.0,桌游棋牌,2016-10-07 07:11:36,7297.97
37,13.64,838.05,42.26,0.59,176.0,汽车,2016-10-07 07:11:36,5320.72
38,79.94,447.53,137.21,3.18,59.0,演奏,2016-10-07 07:11:36,3990.28
39,30.21,5856.29,280.24,2.83,39.0,演讲-公开课,2016-10-07 07:11:36,2518.85
40,13.91,7862.77,350.26,3.09,179.0,热血军事,2016-10-07 07:11:36,6591.4
41,26.98,694.16,110.37,2.52,86.0,特摄,2016-10-07 07:11:36,6824.54
42,67.7,3838.85,54.91,0.51,171.0,电子竞技,2016-10-07 07:11:36,8161.9
43,4.62,186.25,10.38,0.12,82.0,电影相关,2016-10-07 07:11:36,522.0
44,52.85,252.81,215.65,6.19,128.0,电视剧相关,2016-10-07 07:11:36,8588.88
45,58.2,701.63,237.81,4.49,85.0,短片,2016-10-07 07:11:36,5634.39
46,123.97,1040.57,406.71,9.38,47.0,短片-手书-配音,2016-10-07 07:11:36,8870.11
47,12.78,6000.28,248.69,0.98,178.0,科学探索,2016-10-07 07:11:36,4391.23
48,63.84,4401.41,142.95,1.1,162.0,绘画,2016-10-07 07:11:36,2027.86
49,260.55,612.68,356.93,5.53,27.0,综合,2016-10-07 07:11:36,13203.67
50,30.36,3069.45,141.95,2.12,71.0,综艺,2016-10-07 07:11:36,5436.42
51,125.56,599.97,295.62,3.48,157.0,美妆,2016-10-07 07:11:36,10435.78
52,53.65,672.04,134.88,1.62,76.0,美食圈,2016-10-07 07:11:36,10537.79
53,393.64,226.48,417.7,6.69,31.0,翻唱,2016-10-07 07:11:36,9559.48
54,34.42,4735.53,224.89,0.8,180.0,舌尖上的旅行,2016-10-07 07:11:36,6637.0
55,73.04,1254.77,830.59,4.85,156.0,舞蹈教程,2016-10-07 07:11:36,23744.79
56,18.11,532.02,229.89,3.31,132.38,资讯,2016-10-07 07:11:36,8843.82
57,65.53,771.67,261.77,2.62,124.0,趣味科普人文,2016-10-07 07:11:36,11841.79
58,30.07,2123.27,132.06,1.14,163.0,运动,2016-10-07 07:11:36,3654.49
59,1656.1,299.45,425.8,3.16,33.0,连载动画,2016-10-07 07:11:36,497448.64
60,70.9,1595.23,204.9,1.9,122.0,野生技术协会,2016-10-07 07:11:36,3717.82
61,195.4,145.35,279.61,3.75,26.0,音MAD,2016-10-07 07:11:36,9822.06
62,26.54,1228.24,104.74,1.53,130.0,音乐选集,2016-10-07 07:11:36,2265.13
63,14.57,515.6,27.36,0.22,136.0,音游,2016-10-07 07:11:36,878.32
64,49.48,766.85,231.51,6.99,184.0,预告 资讯,2016-10-07 07:11:36,14484.13
65,622.25,148.09,732.49,8.85,22.0,鬼畜调教,2016-10-07 07:11:36,40430.23
0,119.86,2006.64,368.28,6.68,175.0,ASMR,2016-10-17 07:11:36,14924.79
1,91.85,299.1,183.92,1.99,121.0,GMV,2016-10-17 07:11:36,6367.76
2,185.82,234.67,376.77,3.54,24.0,MAD-AMV,2016-10-17 07:11:36,6301.23
3,106.69,206.25,448.32,3.01,25.0,MMD-3D,2016-10-17 07:11:36,5375.0
4,39.47,1464.49,29.79,0.55,19.0,Mugen,2016-10-17 07:11:36,3785.23
5,33.14,919.1,231.57,1.96,54.0,OP-ED-OST,2016-10-17 07:11:36,4659.07
6,52.27,331.18,181.31,2.42,30.0,VOCALOID-UTAU,2016-10-17 07:11:36,1946.97
7,112.59,265.65,282.5,2.65,154.0,三次元舞蹈,2016-10-17 07:11:36,12439.51
8,19.24,1196.26,83.85,1.23,29.0,三次元音乐,2016-10-17 07:11:36,2337.1
9,2259.34,281.76,1971.8,28.42,126.0,人力VOCALOID,2016-10-17 07:11:36,52319.46
10,27.48,6541.25,397.03,2.46,37.0,人文历史,2016-10-17 07:11:36,6836.75
11,15.92,547.97,360.47,1.16,164.0,健身,2016-10-17 07:11:36,5256.72
12,57.97,831.17,638.82,9.69,174.0,其他,2016-10-17 07:11:36,32139.41
13,34.29,360.21,103.92,2.67,75.0,动物圈,2016-10-17 07:11:36,9378.83
14,1338.1,213.94,1602.64,14.23,28.0,原创音乐,2016-10-17 07:11:36,25174.16
15,163.36,71574.99,1843.64,27.7,185.0,国产剧,2016-10-17 07:11:36,64645.42
16,1306.14,5573.59,612.87,6.28,153.0,国产动画,2016-10-17 07:11:36,246307.21
17,190.52,1494.49,469.96,9.84,168.0,国产原创相关,2016-10-17 07:11:36,11719.42
18,12.75,5997.57,272.21,4.61,147.0,国产电影,2016-10-17 07:11:36,11227.71
19,323.81,313.26,468.89,3.79,20.0,宅舞,2016-10-17 07:11:36,20214.21
20,80.13,21520.53,819.25,5.82,32.0,完结动画,2016-10-17 07:11:36,17483.16
21,29.97,2234.2,108.39,0.89,152.0,官方延伸,2016-10-17 07:11:36,2995.12
22,164.86,1509.52,190.43,4.95,169.0,布袋戏,2016-10-17 07:11:36,9496.29
23,52.49,237.56,255.59,3.86,166.0,广告,2016-10-17 07:11:36,16532.63
24,59.06,382.28,162.92,3.38,183.0,影视剪辑,2016-10-17 07:11:36,6988.04
25,467.54,514.86,354.28,12.26,182.0,影视杂谈,2016-10-17 07:11:36,60744.86
26,53.88,610.57,299.87,2.82,161.0,手工,2016-10-17 07:11:36,4109.69
27,99.09,998.19,105.14,1.15,172.0,手机游戏,2016-10-17 07:11:36,7364.64
28,153.78,392.09,138.39,5.31,138.0,搞笑,2016-10-17 07:11:36,15353.17
29,1265.6,242.2,929.4,6.6,127.0,教程演示,2016-10-17 07:11:36,29810.4
30,50.26,492.43,58.08,0.62,95.0,数码,2016-10-17 07:11:36,8651.76
31,33.91,945.55,85.72,2.31,21.0,日常,2016-10-17 07:11:36,5682.08
32,32.46,2045.84,133.34,3.46,137.0,明星,2016-10-17 07:11:36,4283.47
33,117.53,570.23,94.42,1.62,96.0,星海,2016-10-17 07:11:36,8553.41
34,70.26,388.44,261.22,2.16,158.0,服饰,2016-10-17 07:11:36,8697.84
35,8.37,492.06,59.93,1.15,98.0,机械,2016-10-17 07:11:36,9243.97
36,67.47,3372.03,25.63,0.33,173.0,桌游棋牌,2016-10-17 07:11:36,9692.68
37,13.78,1164.02,40.6,0.41,176.0,汽车,2016-10-17 07:11:36,4699.51
38,132.8,424.92,166.17,3.04,59.0,演奏,2016-10-17 07:11:36,4120.34
39,27.94,8866.81,313.45,7.23,39.0,演讲-公开课,2016-10-17 07:11:36,2678.93
40,9.23,6992.74,171.93,1.93,179.0,热血军事,2016-10-17 07:11:36,3263.84
41,62.1,724.05,144.51,7.6,86.0,特摄,2016-10-17 07:11:36,7524.15
42,69.64,4118.62,66.23,0.55,171.0,电子竞技,2016-10-17 07:11:36,9505.77
43,9.09,245.91,34.64,1.55,82.0,电影相关,2016-10-17 07:11:36,3650.36
44,35.26,254.96,98.0,1.35,128.0,电视剧相关,2016-10-17 07:11:36,3242.87
45,24.63,535.97,174.48,3.5,85.0,短片,2016-10-17 07:11:36,5620.33
46,232.72,360.64,699.28,17.24,47.0,短片-手书-配音,2016-10-17 07:11:36,9857.84
47,7.81,8016.67,185.29,0.42,178.0,科学探索,2016-10-17 07:11:36,2349.53
48,42.25,1857.65,190.26,2.44,162.0,绘画,2016-10-17 07:11:36,2392.37
49,246.81,500.64,382.66,3.84,27.0,综合,2016-10-17 07:11:36,11043.46
50,40.98,2756.77,170.41,2.24,71.0,综艺,2016-10-17 07:11:36,10536.97
51,136.26,557.31,327.15,3.92,157.0,美妆,2016-10-17 07:11:36,10182.05
52,63.56,776.33,136.5,1.46,76.0,美食圈,2016-10-17 07:11:36,11968.62
53,244.9,275.48,373.24,8.19,31.0,翻唱,2016-10-17 07:11:36,7412.57
54,30.8,7553.63,461.73,1.63,180.0,舌尖上的旅行,2016-10-17 07:11:36,8452.75
55,388.12,647.74,1876.75,27.12,156.0,舞蹈教程,2016-10-17 07:11:36,33356.66
56,29.34,422.48,259.03,2.73,136.39,资讯,2016-10-17 07:11:36,7564.98
57,51.12,545.04,235.21,3.8,124.0,趣味科普人文,2016-10-17 07:11:36,16483.38
58,30.01,1652.45,110.52,1.27,163.0,运动,2016-10-17 07:11:36,3763.28
59,1182.58,366.22,280.24,1.67,33.0,连载动画,2016-10-17 07:11:36,373430.08
60,67.27,2330.75,247.08,2.7,122.0,野生技术协会,2016-10-17 07:11:36,6295.93
61,359.87,137.0,488.75,8.68,26.0,音MAD,2016-10-17 07:11:36,14812.65
62,19.14,1168.24,88.56,1.64,130.0,音乐选集,2016-10-17 07:11:36,2101.82
63,11.2,454.9,23.51,0.43,136.0,音游,2016-10-17 07:11:36,962.81
64,49.62,674.97,202.92,2.78,184.0,预告 资讯,2016-10-17 07:11:36,10064.94
65,1292.95,129.23,1369.44,22.26,22.0,鬼畜调教,2016-10-17 07:11:36,56500.23
0,46.44,2255.58,337.53,5.46,175.0,ASMR,2016-10-27 07:11:36,9580.74
1,98.07,332.77,225.94,2.32,121.0,GMV,2016-10-27 07:11:36,5750.51
2,208.46,192.75,327.08,4.81,24.0,MAD-AMV,2016-10-27 07:11:36,6520.79
3,79.04,255.68,396.04,2.8,25.0,MMD-3D,2016-10-27 07:11:36,4655.35
4,51.66,1377.4,38.17,0.84,19.0,Mugen,2016-10-27 07:11:36,4252.02
5,120.2,922.29,741.1,13.13,54.0,OP-ED-OST,2016-10-27 07:11:36,21294.59
6,110.38,267.88,276.93,3.84,30.0,VOCALOID-UTAU,2016-10-27 07:11:36,2819.67
7,143.19,439.68,350.49,4.09,154.0,三次元舞蹈,2016-10-27 07:11:36,15852.76
8,22.85,1269.07,110.47,1.75,29.0,三次元音乐,2016-10-27 07:11:36,2913.85
9,2904.1,235.9,3050.77,52.49,126.0,人力VOCALOID,2016-10-27 07:11:36,73663.36
10,34.43,5734.7,455.76,4.39,37.0,人文历史,2016-10-27 07:11:36,6673.58
11,9.32,994.33,198.34,0.77,164.0,健身,2016-10-27 07:11:36,2636.63
12,68.83,875.17,376.14,5.05,174.0,其他,2016-10-27 07:11:36,17505.95
13,30.65,357.19,84.75,2.9,75.0,动物圈,2016-10-27 07:11:36,9327.05
14,623.0,226.05,798.11,9.12,28.0,原创音乐,2016-10-27 07:11:36,15095.02
15,58.56,76364.96,1026.49,9.03,185.0,国产剧,2016-10-27 07:11:36,30085.55
16,743.18,1793.52,360.14,6.87,153.0,国产动画,2016-10-27 07:11:36,178707.44
17,86.26,1639.16,251.09,5.25,168.0,国产原创相关,2016-10-27 07:11:36,6368.47
18,457.44,8606.56,3576.11,129.67,147.0,国产电影,2016-10-27 07:11:36,146450.0
19,232.29,311.49,351.01,2.93,20.0,宅舞,2016-10-27 07:11:36,14259.0
20,87.68,19555.54,887.06,7.95,32.0,完结动画,2016-10-27 07:11:36,22588.24
21,33.22,3337.97,128.71,0.82,152.0,官方延伸,2016-10-27 07:11:36,2164.57
22,57.82,12538.94,119.59,2.82,169.0,布袋戏,2016-10-27 07:11:36,7580.41
23,21.68,177.56,178.69,2.57,166.0,广告,2016-10-27 07:11:36,10327.7
24,56.84,388.17,159.27,3.47,183.0,影视剪辑,2016-10-27 07:11:36,7226.47
25,568.9,476.53,341.95,9.34,182.0,影视杂谈,2016-10-27 07:11:36,61826.61
26,35.92,505.56,233.57,2.5,161.0,手工,2016-10-27 07:11:36,4249.75
27,49.82,957.92,91.37,0.88,172.0,手机游戏,2016-10-27 07:11:36,6363.35
28,151.82,432.01,161.89,5.61,138.0,搞笑,2016-10-27 07:11:36,14912.29
29,239.86,2162.71,684.71,5.43,127.0,教程演示,2016-10-27 07:11:36,12594.14
30,39.62,612.77,69.32,1.99,95.0,数码,2016-10-27 07:11:36,10221.77
31,41.45,868.16,99.54,2.11,21.0,日常,2016-10-27 07:11:36,6175.83
32,33.36,1893.88,128.89,3.15,137.0,明星,2016-10-27 07:11:36,3847.2
33,105.48,633.73,108.8,2.15,96.0,星海,2016-10-27 07:11:36,11350.64
34,50.63,337.66,198.14,1.85,158.0,服饰,2016-10-27 07:11:36,9820.78
35,9.42,444.42,64.43,0.59,98.0,机械,2016-10-27 07:11:36,5866.86
36,22.36,3497.46,21.69,0.31,173.0,桌游棋牌,2016-10-27 07:11:36,4972.86
37,14.39,672.73,31.9,0.37,176.0,汽车,2016-10-27 07:11:36,5214.74
38,138.37,437.59,205.97,4.74,59.0,演奏,2016-10-27 07:11:36,5388.69
39,13.39,7965.86,202.38,1.39,39.0,演讲-公开课,2016-10-27 07:11:36,1604.73
40,42.51,7593.98,572.32,8.24,179.0,热血军事,2016-10-27 07:11:36,14930.76
41,33.45,795.85,107.24,2.57,86.0,特摄,2016-10-27 07:11:36,5749.23
42,68.42,4081.9,54.84,0.58,171.0,电子竞技,2016-10-27 07:11:36,9357.72
43,18.31,402.1,78.95,2.07,82.0,电影相关,2016-10-27 07:11:36,4670.67
44,22.21,805.76,72.51,1.51,128.0,电视剧相关,2016-10-27 07:11:36,2943.59
45,30.13,877.48,103.07,1.54,85.0,短片,2016-10-27 07:11:36,4600.22
46,262.27,401.82,477.82,8.86,47.0,短片-手书-配音,2016-10-27 07:11:36,9122.6
47,9.35,5139.41,137.86,0.62,178.0,科学探索,2016-10-27 07:11:36,2713.85
48,96.74,1941.32,262.49,3.24,162.0,绘画,2016-10-27 07:11:36,3451.51
49,193.62,438.06,252.65,4.72,27.0,综合,2016-10-27 07:11:36,11247.42
50,37.15,2701.09,152.87,2.04,71.0,综艺,2016-10-27 07:11:36,9961.27
51,109.56,593.46,262.91,2.67,157.0,美妆,2016-10-27 07:11:36,8959.14
52,62.84,699.77,146.39,1.7,76.0,美食圈,2016-10-27 07:11:36,12193.09
53,341.22,275.94,385.95,6.5,31.0,翻唱,2016-10-27 07:11:36,8245.81
54,52.71,5007.37,982.86,6.61,180.0,舌尖上的旅行,2016-10-27 07:11:36,14037.69
55,108.64,782.62,1374.96,17.85,156.0,舞蹈教程,2016-10-27 07:11:36,42300.9
56,21.78,262.79,196.34,2.8,129.57,资讯,2016-10-27 07:11:36,6234.37
57,64.22,520.15,195.71,2.22,124.0,趣味科普人文,2016-10-27 07:11:36,14167.25
58,27.72,2141.52,116.33,1.54,163.0,运动,2016-10-27 07:11:36,3154.89
59,989.34,348.72,183.19,1.37,33.0,连载动画,2016-10-27 07:11:36,319774.78
60,75.5,1653.66,143.85,1.69,122.0,野生技术协会,2016-10-27 07:11:36,4690.6
61,164.13,140.43,245.98,1.93,26.0,音MAD,2016-10-27 07:11:36,7453.4
62,26.1,1119.03,114.08,2.64,130.0,音乐选集,2016-10-27 07:11:36,2899.9
63,11.02,403.31,19.79,0.22,136.0,音游,2016-10-27 07:11:36,655.86
64,39.61,530.7,159.03,2.18,184.0,预告 资讯,2016-10-27 07:11:36,9160.34
65,1018.15,131.25,1243.01,19.68,22.0,鬼畜调教,2016-10-27 07:11:36,52254.71
0,46.4,2059.88,311.73,3.19,175.0,ASMR,2016-11-06 07:11:36,10992.68
1,133.28,303.61,231.82,3.12,121.0,GMV,2016-11-06 07:11:36,7814.46
2,144.66,196.18,275.85,4.27,24.0,MAD-AMV,2016-11-06 07:11:36,5902.0
3,130.61,195.04,536.04,4.4,25.0,MMD-3D,2016-11-06 07:11:36,5819.02
4,58.69,1387.1,34.4,0.52,19.0,Mugen,2016-11-06 07:11:36,3969.34
5,48.91,1348.03,215.13,1.29,54.0,OP-ED-OST,2016-11-06 07:11:36,4781.03
6,179.64,332.93,366.75,5.22,30.0,VOCALOID-UTAU,2016-11-06 07:11:36,4360.95
7,158.27,241.02,304.97,3.77,154.0,三次元舞蹈,2016-11-06 07:11:36,14066.73
8,22.58,1248.18,138.05,1.9,29.0,三次元音乐,2016-11-06 07:11:36,2918.6
9,2528.23,220.51,2464.83,35.91,126.0,人力VOCALOID,2016-11-06 07:11:36,72162.26
10,77.64,5083.23,533.15,2.32,37.0,人文历史,2016-11-06 07:11:36,7055.49
11,49.93,656.43,969.39,2.56,164.0,健身,2016-11-06 07:11:36,10025.23
12,49.83,896.78,244.66,3.4,174.0,其他,2016-11-06 07:11:36,12372.96
13,37.88,389.7,123.6,2.73,75.0,动物圈,2016-11-06 07:11:36,12087.37
14,658.04,244.49,1011.25,11.01,28.0,原创音乐,2016-11-06 07:11:36,17194.82
15,175.62,67794.68,2054.95,31.92,185.0,国产剧,2016-11-06 07:11:36,70317.85
16,557.12,2146.04,242.29,5.9,153.0,国产动画,2016-11-06 07:11:36,164706.33
17,250.02,1591.02,705.3,14.82,168.0,国产原创相关,2016-11-06 07:11:36,14818.25
18,227.61,4942.78,2807.39,55.06,147.0,国产电影,2016-11-06 07:11:36,108261.78
19,241.57,319.44,352.97,2.68,20.0,宅舞,2016-11-06 07:11:36,15533.25
20,110.27,27281.46,1674.92,64.63,32.0,完结动画,2016-11-06 07:11:36,26172.63
21,36.89,2324.43,102.72,1.29,152.0,官方延伸,2016-11-06 07:11:36,2052.06
22,44.58,756.67,30.92,1.67,169.0,布袋戏,2016-11-06 07:11:36,5425.0
