,coin,duration,favorite,like,mostaid,sectid,sectname,time,view
13,24.08,739.99,153.8,1.87,2998766,174.0,其他,2015-10-03 07:11:36,10812.33
14,15.89,234.51,66.53,1.55,3051095,75.0,动物圈,2015-10-03 07:11:36,7169.15
15,182.33,613.0,491.0,5.0,3006203,28.0,原创音乐,2015-10-03 07:11:36,9325.0
16,27.77,116.54,65.23,1.77,3009790,185.0,国产剧,2015-10-03 07:11:36,43520.0
17,518.74,6341.48,565.39,8.39,3044123,153.0,国产动画,2015-10-03 07:11:36,101557.73
18,158.63,1877.97,878.37,16.17,3028186,168.0,国产原创相关,2015-10-03 07:11:36,14921.23
19,103.14,467.22,249.93,1.67,3047262,20.0,宅舞,2015-10-03 07:11:36,13068.28
20,294.1,20436.81,2833.06,13.75,3014454,32.0,完结动画,2015-10-03 07:11:36,95493.13
21,47.9,3268.96,425.31,2.09,3042335,152.0,官方延伸,2015-10-03 07:11:36,6863.1
22,7.33,311.67,17.33,0.33,3000066,169.0,布袋戏,2015-10-03 07:11:36,5661.67
23,9.9,209.9,111.1,0.67,3050199,166.0,广告,2015-10-03 07:11:36,6635.62
24,62.62,515.05,270.08,3.09,3011163,183.0,影视剪辑,2015-10-03 07:11:36,10643.78
25,71.92,1022.22,420.89,4.81,3031966,182.0,影视杂谈,2015-10-03 07:11:36,30801.43
26,18.55,981.16,274.29,1.63,3038416,161.0,手工,2015-10-03 07:11:36,9701.0
27,2.89,856.15,4.9,0.11,3027082,172.0,手机游戏,2015-10-03 07:11:36,1254.72
28,89.0,377.87,227.66,6.06,2997948,138.0,搞笑,2015-10-03 07:11:36,27427.56
29,44.5,5760.0,383.5,1.5,3018873,127.0,教程演示,2015-10-03 07:11:36,21090.0
30,11.05,520.76,53.86,0.4,3051634,95.0,数码,2015-10-03 07:11:36,7929.41
31,31.63,1137.51,133.94,1.58,3013555,21.0,日常,2015-10-03 07:11:36,7548.7
32,48.34,803.26,319.78,5.82,3006324,137.0,明星,2015-10-03 07:11:36,8543.99
33,161.85,597.05,260.04,3.56,3004332,96.0,星海,2015-10-03 07:11:36,14004.42
34,22.75,514.25,802.75,1.0,3002995,158.0,服饰,2015-10-03 07:11:36,24145.75
35,3.24,523.99,64.17,0.42,3007114,98.0,机械,2015-10-03 07:11:36,4973.3
36,7.25,1911.56,14.3,0.11,3001585,173.0,桌游棋牌,2015-10-03 07:11:36,4508.05
37,3.97,511.76,56.66,0.4,3023085,176.0,汽车,2015-10-03 07:11:36,5941.51
38,46.93,354.69,156.22,1.61,3028804,59.0,演奏,2015-10-03 07:11:36,5064.3
39,33.43,8226.1,658.38,5.41,3032514,39.0,演讲-公开课,2015-10-03 07:11:36,7925.93
40,10.31,6131.08,331.08,0.85,3019793,179.0,热血军事,2015-10-03 07:11:36,7702.62
41,22.29,945.43,88.26,2.11,3028636,86.0,特摄,2015-10-03 07:11:36,4985.03
42,14.79,1989.24,34.3,0.73,3018201,171.0,电子竞技,2015-10-03 07:11:36,6686.7
43,4.33,353.0,50.0,0.67,3012517,82.0,电影相关,2015-10-03 07:11:36,2393.0
44,5.33,369.89,50.11,0.44,3031937,128.0,电视剧相关,2015-10-03 07:11:36,3590.33
45,13.71,680.36,256.88,2.45,3015636,85.0,短片,2015-10-03 07:11:36,18873.04
46,96.14,419.58,378.81,4.46,3050549,47.0,短片-手书-配音,2015-10-03 07:11:36,9340.9
47,109.84,3399.17,828.3,1.33,3042498,178.0,科学探索,2015-10-03 07:11:36,17146.88
48,83.98,1187.87,272.35,1.14,3033722,162.0,绘画,2015-10-03 07:11:36,4632.43
49,140.71,558.47,311.29,4.87,3020289,27.0,综合,2015-10-03 07:11:36,12924.14
50,26.66,2604.66,261.5,2.75,3022537,71.0,综艺,2015-10-03 07:11:36,11638.83
51,7.61,653.72,302.61,0.06,3047574,157.0,美妆,2015-10-03 07:11:36,5045.11
52,20.67,1064.39,215.8,0.62,3053159,76.0,美食圈,2015-10-03 07:11:36,14269.08
53,217.56,241.36,469.87,4.75,3033348,31.0,翻唱,2015-10-03 07:11:36,11948.27
54,4.56,2931.0,185.56,0.44,3016971,180.0,舌尖上的旅行,2015-10-03 07:11:36,8848.67
55,61.0,644.42,929.42,1.42,3032443,156.0,舞蹈教程,2015-10-03 07:11:36,17290.89
56,28.69,148.36,510.75,1.59,3025682,65.64,资讯,2015-10-03 07:11:36,19137.2
57,20.29,807.28,186.3,1.01,3002371,124.0,趣味科普人文,2015-10-03 07:11:36,16730.39
58,6.93,1179.66,112.86,1.58,3030915,163.0,运动,2015-10-03 07:11:36,3506.39
59,1494.58,401.68,2911.53,6.69,3003245,33.0,连载动画,2015-10-03 07:11:36,855511.12
60,28.33,2040.85,139.02,0.88,3043315,122.0,野生技术协会,2015-10-03 07:11:36,5421.32
61,197.38,147.36,651.87,2.16,3032564,26.0,音MAD,2015-10-03 07:11:36,16949.79
62,30.78,1253.86,161.88,1.36,3033222,130.0,音乐选集,2015-10-03 07:11:36,4596.64
63,8.0,437.95,29.29,0.22,3001948,136.0,音游,2015-10-03 07:11:36,1481.02
64,19.83,818.5,242.37,2.24,3014074,184.0,预告 资讯,2015-10-03 07:11:36,12735.23
65,1292.1,170.06,1989.4,56.11,3038386,22.0,鬼畜调教,2015-10-03 07:11:36,71772.84
0,56.87,1474.66,430.69,3.01,3088539,175.0,ASMR,2015-10-13 07:11:36,16215.78
1,52.46,271.06,197.79,3.43,3068451,121.0,GMV,2015-10-13 07:11:36,6615.68
2,22.16,821.98,452.69,3.56,3071195,131.0,Korea相关,2015-10-13 07:11:36,9813.04
3,148.75,267.14,490.35,3.35,3102379,24.0,MAD-AMV,2015-10-13 07:11:36,10329.03
4,61.67,212.04,616.21,2.97,3062851,25.0,MMD-3D,2015-10-13 07:11:36,7876.86
5,17.46,1302.38,17.75,0.21,3092529,19.0,Mugen,2015-10-13 07:11:36,4543.91
6,44.74,948.55,274.59,2.34,3097510,54.0,OP-ED-OST,2015-10-13 07:11:36,9031.2
7,163.06,307.31,541.89,8.34,3063113,30.0,VOCALOID-UTAU,2015-10-13 07:11:36,8970.61
8,66.43,391.02,572.65,2.76,3063997,154.0,三次元舞蹈,2015-10-13 07:11:36,29083.91
9,29.13,1114.73,247.72,2.33,3071395,29.0,三次元音乐,2015-10-13 07:11:36,6641.76
10,1004.37,244.26,2013.99,15.22,3060153,126.0,人力VOCALOID,2015-10-13 07:11:36,78145.28
11,28.4,4267.03,1046.44,2.73,3065685,37.0,人文历史,2015-10-13 07:11:36,13537.27
12,42.0,1934.0,2137.0,5.0,3064657,164.0,健身,2015-10-13 07:11:36,13582.0
13,21.35,527.51,170.92,2.81,3070353,174.0,其他,2015-10-13 07:11:36,8817.02
14,26.98,239.7,111.97,2.17,3057999,75.0,动物圈,2015-10-13 07:11:36,10459.14
15,558.0,225.67,1541.83,4.5,3097512,28.0,原创音乐,2015-10-13 07:11:36,38918.33
16,505.1,24071.13,3010.61,53.65,3077657,185.0,国产剧,2015-10-13 07:11:36,227040.16
17,583.49,7716.98,509.47,2.84,3072799,153.0,国产动画,2015-10-13 07:11:36,140370.0
18,390.43,1520.95,1478.62,18.08,3098354,168.0,国产原创相关,2015-10-13 07:11:36,30219.92
19,147.21,380.89,291.51,1.92,3085106,20.0,宅舞,2015-10-13 07:11:36,15183.13
20,401.3,19729.49,2845.7,11.06,3068346,32.0,完结动画,2015-10-13 07:11:36,203480.21
21,34.17,3180.01,321.59,1.86,3055253,152.0,官方延伸,2015-10-13 07:11:36,5383.24
22,86.5,942.17,583.0,12.83,3054868,169.0,布袋戏,2015-10-13 07:11:36,16648.5
23,15.13,143.13,130.83,0.96,3101849,166.0,广告,2015-10-13 07:11:36,4812.87
24,53.43,483.65,234.98,2.73,3079065,183.0,影视剪辑,2015-10-13 07:11:36,10219.23
25,37.13,296.11,145.04,2.43,3065179,182.0,影视杂谈,2015-10-13 07:11:36,23292.57
26,212.58,806.55,342.54,1.28,3102221,161.0,手工,2015-10-13 07:11:36,12109.33
27,48.23,917.72,36.6,1.24,3064489,172.0,手机游戏,2015-10-13 07:11:36,7951.4
28,107.96,370.46,226.3,6.94,3068340,138.0,搞笑,2015-10-13 07:11:36,27855.53
29,16.4,493.82,43.27,0.4,3060477,95.0,数码,2015-10-13 07:11:36,7352.97
30,24.26,1402.81,162.02,2.4,3058291,21.0,日常,2015-10-13 07:11:36,8125.02
31,34.92,598.95,234.29,3.15,3063915,137.0,明星,2015-10-13 07:11:36,7444.34
32,75.3,763.25,131.61,1.64,3063059,96.0,星海,2015-10-13 07:11:36,12430.5
33,6.5,678.5,303.0,0.0,3093299,158.0,服饰,2015-10-13 07:11:36,9877.0
34,8.97,310.75,113.46,0.34,3086031,98.0,机械,2015-10-13 07:11:36,7939.51
35,10.3,2219.91,16.43,0.2,3088711,173.0,桌游棋牌,2015-10-13 07:11:36,7104.66
36,4.08,497.92,41.31,0.3,3098539,176.0,汽车,2015-10-13 07:11:36,4448.54
37,38.0,0.0,736.0,9.0,3084161,187.0,海外剧,2015-10-13 07:11:36,70575.0
38,81.49,318.39,225.9,2.43,3094784,59.0,演奏,2015-10-13 07:11:36,7058.58
39,16.91,8322.78,465.28,1.62,3065367,39.0,演讲-公开课,2015-10-13 07:11:36,4770.08
40,33.46,3260.85,517.62,1.62,3061143,179.0,热血军事,2015-10-13 07:11:36,8713.0
41,29.2,1428.76,196.9,6.15,3100245,86.0,特摄,2015-10-13 07:11:36,7550.07
42,19.94,2135.46,66.8,0.49,3100956,171.0,电子竞技,2015-10-13 07:11:36,7907.69
43,42.69,172.23,458.62,5.31,3059195,128.0,电视剧相关,2015-10-13 07:11:36,13838.38
44,35.4,749.93,801.27,2.82,3089470,85.0,短片,2015-10-13 07:11:36,16139.61
45,159.55,415.31,445.88,4.93,3066624,47.0,短片-手书-配音,2015-10-13 07:11:36,9756.32
46,9.17,2818.73,243.23,0.2,3057517,178.0,科学探索,2015-10-13 07:11:36,7721.73
47,72.08,1219.58,241.75,0.69,3100264,162.0,绘画,2015-10-13 07:11:36,7374.71
48,116.63,572.77,366.82,6.46,3099192,27.0,综合,2015-10-13 07:11:36,18900.25
49,23.4,2733.76,269.78,1.97,3101882,71.0,综艺,2015-10-13 07:11:36,11478.37
50,116.56,437.41,1460.62,7.41,3066537,157.0,美妆,2015-10-13 07:11:36,35358.62
51,38.87,935.7,229.91,0.66,3059031,76.0,美食圈,2015-10-13 07:11:36,15663.55
52,258.28,268.28,531.1,9.16,3078354,31.0,翻唱,2015-10-13 07:11:36,12322.24
53,32.11,7147.0,2056.67,1.67,3101020,180.0,舌尖上的旅行,2015-10-13 07:11:36,57037.0
54,154.41,677.84,2030.34,4.84,3057621,156.0,舞蹈教程,2015-10-13 07:11:36,52525.66
55,71.25,321.49,1234.6,10.9,3086902,95.79,资讯,2015-10-13 07:11:36,31888.01
56,27.57,685.13,211.93,3.06,3093271,124.0,趣味科普人文,2015-10-13 07:11:36,16504.03
57,4.73,927.77,49.79,0.52,3095103,163.0,运动,2015-10-13 07:11:36,2145.33
58,733.13,453.17,1044.72,3.16,3065767,33.0,连载动画,2015-10-13 07:11:36,541974.52
59,156.88,4468.26,638.92,7.98,3083367,122.0,野生技术协会,2015-10-13 07:11:36,10192.51
60,189.91,159.22,611.24,5.77,3097697,26.0,音MAD,2015-10-13 07:11:36,22090.61
61,46.03,1450.23,216.51,1.94,3066987,130.0,音乐选集,2015-10-13 07:11:36,5054.68
62,4.62,362.97,24.9,0.16,3096506,136.0,音游,2015-10-13 07:11:36,1018.77
63,30.22,642.28,330.92,2.7,3069306,184.0,预告 资讯,2015-10-13 07:11:36,15903.86
64,352.98,188.8,929.07,7.82,3060506,22.0,鬼畜调教,2015-10-13 07:11:36,44085.57
0,71.21,1302.91,623.25,7.17,3140583,175.0,ASMR,2015-10-23 07:11:36,22141.16
1,84.98,343.42,242.98,1.95,3108416,121.0,GMV,2015-10-23 07:11:36,9420.06
2,27.93,1038.13,527.64,4.73,3108127,131.0,Korea相关,2015-10-23 07:11:36,11838.47
3,138.12,238.87,424.82,3.15,3152361,24.0,MAD-AMV,2015-10-23 07:11:36,7925.15
4,56.28,253.86,431.9,2.46,3133253,25.0,MMD-3D,2015-10-23 07:11:36,4893.19
5,20.74,1334.96,18.78,0.33,3106375,19.0,Mugen,2015-10-23 07:11:36,4011.54
6,65.79,894.39,355.34,2.02,3103318,54.0,OP-ED-OST,2015-10-23 07:11:36,10441.26
7,110.0,310.6,347.61,4.62,3110165,30.0,VOCALOID-UTAU,2015-10-23 07:11:36,6337.12
8,53.8,422.2,488.52,2.54,3147472,154.0,三次元舞蹈,2015-10-23 07:11:36,23679.15
9,37.5,1029.64,215.35,2.33,3142983,29.0,三次元音乐,2015-10-23 07:11:36,5723.38
10,1093.22,263.52,1949.52,13.53,3111452,126.0,人力VOCALOID,2015-10-23 07:11:36,57041.93
11,26.59,4994.33,1019.65,2.88,3104532,37.0,人文历史,2015-10-23 07:11:36,13686.41
12,190.67,4132.0,12278.0,21.33,3129631,164.0,健身,2015-10-23 07:11:36,130267.0
13,18.24,499.85,193.41,2.35,3103996,174.0,其他,2015-10-23 07:11:36,4090.49
14,38.11,415.96,134.75,3.72,3114946,75.0,动物圈,2015-10-23 07:11:36,11132.02
15,3154.54,258.31,6251.92,49.38,3120841,28.0,原创音乐,2015-10-23 07:11:36,107649.08
16,495.81,55075.91,5549.59,104.06,3118795,185.0,国产剧,2015-10-23 07:11:36,291635.0
17,488.43,2084.11,298.21,4.7,3115656,153.0,国产动画,2015-10-23 07:11:36,150745.89
18,207.49,1687.29,1335.06,24.12,3158442,168.0,国产原创相关,2015-10-23 07:11:36,21920.41
19,28.0,6660.0,257.5,2.0,3122515,147.0,国产电影,2015-10-23 07:11:36,14355.0
20,140.78,574.61,368.07,2.0,3133230,20.0,宅舞,2015-10-23 07:11:36,17157.74
21,177.96,12137.38,2040.67,8.14,3118578,32.0,完结动画,2015-10-23 07:11:36,77873.91
22,34.09,2892.7,283.23,1.5,3119542,152.0,官方延伸,2015-10-23 07:11:36,4727.48
23,735.0,26534.0,3521.0,88.0,3139941,169.0,布袋戏,2015-10-23 07:11:36,83222.0
24,41.09,161.45,474.09,8.23,3150945,166.0,广告,2015-10-23 07:11:36,19240.73
25,56.07,506.11,251.96,2.91,3137402,183.0,影视剪辑,2015-10-23 07:11:36,9856.96
26,45.11,671.11,225.5,6.0,3105405,182.0,影视杂谈,2015-10-23 07:11:36,25403.81
27,34.6,1185.74,252.08,1.45,3139701,161.0,手工,2015-10-23 07:11:36,8078.5
28,5.35,851.33,12.24,0.16,3130636,172.0,手机游戏,2015-10-23 07:11:36,2606.51
29,126.37,411.38,179.41,5.28,3124988,138.0,搞笑,2015-10-23 07:11:36,23512.02
30,16.69,432.82,43.79,0.47,3105736,95.0,数码,2015-10-23 07:11:36,7157.75
31,38.3,838.35,184.17,2.64,3106890,21.0,日常,2015-10-23 07:11:36,8649.02
32,35.77,617.43,231.28,2.94,3135100,137.0,明星,2015-10-23 07:11:36,6738.7
33,29.67,714.6,107.31,1.25,3141993,96.0,星海,2015-10-23 07:11:36,11239.76
34,62.0,539.0,1593.5,10.5,3150046,158.0,服饰,2015-10-23 07:11:36,74175.0
35,16.38,437.36,291.79,1.72,3149963,98.0,机械,2015-10-23 07:11:36,10492.48
36,9.19,2411.78,17.42,0.22,3145332,173.0,桌游棋牌,2015-10-23 07:11:36,4578.06
37,4.34,693.88,54.85,0.78,3104391,176.0,汽车,2015-10-23 07:11:36,5982.82
38,123.83,374.81,293.07,3.4,3152029,59.0,演奏,2015-10-23 07:11:36,8644.89
39,55.46,4766.49,688.05,3.67,3113227,39.0,演讲-公开课,2015-10-23 07:11:36,6980.4
40,14.53,3375.41,322.41,1.06,3117710,179.0,热血军事,2015-10-23 07:11:36,12757.94
41,20.57,1447.57,153.92,2.61,3138272,86.0,特摄,2015-10-23 07:11:36,9352.96
42,35.56,2217.08,53.31,0.55,3131972,171.0,电子竞技,2015-10-23 07:11:36,7967.28
43,0.0,75.0,3.0,0.0,3108237,82.0,电影相关,2015-10-23 07:11:36,235.0
44,10.12,429.82,55.41,0.88,3119178,128.0,电视剧相关,2015-10-23 07:11:36,5726.12
45,24.85,831.06,264.48,1.72,3157153,85.0,短片,2015-10-23 07:11:36,16416.5
46,260.87,375.4,632.0,9.56,3106802,47.0,短片-手书-配音,2015-10-23 07:11:36,12474.03
47,27.1,2851.06,522.79,1.54,3148247,178.0,科学探索,2015-10-23 07:11:36,9080.79
48,47.83,1501.85,308.2,1.18,3118003,162.0,绘画,2015-10-23 07:11:36,4127.55
49,159.59,500.62,309.54,2.82,3145698,27.0,综合,2015-10-23 07:11:36,13210.45
50,26.34,2516.33,226.31,2.29,3115508,71.0,综艺,2015-10-23 07:11:36,9880.24
51,179.29,586.43,1807.71,12.71,3138520,157.0,美妆,2015-10-23 07:11:36,53077.0
52,31.27,915.77,222.97,0.7,3105347,76.0,美食圈,2015-10-23 07:11:36,14936.57
53,137.66,262.08,333.28,2.98,3133905,31.0,翻唱,2015-10-23 07:11:36,8005.92
54,81.55,3348.64,2099.36,2.18,3128134,180.0,舌尖上的旅行,2015-10-23 07:11:36,65742.45
55,86.4,466.75,726.1,2.72,3138045,156.0,舞蹈教程,2015-10-23 07:11:36,13739.58
56,34.69,160.31,426.9,2.66,3153890,70.16,资讯,2015-10-23 07:11:36,21195.31
57,39.28,723.87,266.98,2.47,3136448,124.0,趣味科普人文,2015-10-23 07:11:36,21545.99
58,8.29,1281.05,177.65,1.03,3107573,163.0,运动,2015-10-23 07:11:36,4027.7
59,846.12,417.43,692.51,4.2,3158610,33.0,连载动画,2015-10-23 07:11:36,595669.17
60,113.62,2631.53,343.88,2.07,3137943,122.0,野生技术协会,2015-10-23 07:11:36,7776.66
61,68.25,191.46,208.25,1.52,3133370,26.0,音MAD,2015-10-23 07:11:36,10170.09
62,33.02,1357.11,188.01,1.38,3129469,130.0,音乐选集,2015-10-23 07:11:36,4991.54
63,7.11,344.3,19.47,0.14,3152345,136.0,音游,2015-10-23 07:11:36,1150.42
64,22.03,990.0,294.19,1.55,3137860,184.0,预告 资讯,2015-10-23 07:11:36,14303.1
65,331.72,205.45,998.97,6.3,3133255,22.0,鬼畜调教,2015-10-23 07:11:36,49730.05
0,40.15,1576.53,321.45,1.89,3180793,175.0,ASMR,2015-11-02 07:11:36,10125.4
1,43.32,280.45,128.71,2.03,3181365,121.0,GMV,2015-11-02 07:11:36,5985.19
2,20.08,954.33,461.85,4.05,3175340,131.0,Korea相关,2015-11-02 07:11:36,11150.78
3,331.5,244.66,843.18,12.7,3207598,24.0,MAD-AMV,2015-11-02 07:11:36,15614.73
4,63.4,221.72,509.44,3.38,3161283,25.0,MMD-3D,2015-11-02 07:11:36,8041.17
5,27.31,1337.3,21.96,0.6,3169894,19.0,Mugen,2015-11-02 07:11:36,5096.45
6,44.22,932.66,448.54,2.32,3187289,54.0,OP-ED-OST,2015-11-02 07:11:36,10795.31
7,153.31,321.84,420.73,5.5,3181179,30.0,VOCALOID-UTAU,2015-11-02 07:11:36,7085.75
8,161.89,379.18,1431.7,9.64,3169898,154.0,三次元舞蹈,2015-11-02 07:11:36,50852.14
9,24.51,1158.08,178.5,1.39,3165137,29.0,三次元音乐,2015-11-02 07:11:36,4564.76
10,506.99,221.33,1077.18,9.93,3179885,126.0,人力VOCALOID,2015-11-02 07:11:36,46131.78
11,39.6,5861.54,1079.64,3.59,3202221,37.0,人文历史,2015-11-02 07:11:36,15264.82
12,108.0,5003.0,7337.0,10.67,3167114,164.0,健身,2015-11-02 07:11:36,56964.67
13,16.27,996.54,255.31,2.9,3178069,174.0,其他,2015-11-02 07:11:36,15138.76
14,59.24,272.64,99.58,0.92,3163006,75.0,动物圈,2015-11-02 07:11:36,10639.6
15,2043.25,229.75,2922.25,95.25,3198480,28.0,原创音乐,2015-11-02 07:11:36,60106.25
16,150.93,61602.27,1081.87,17.13,3196591,185.0,国产剧,2015-11-02 07:11:36,123551.07
17,662.53,903.87,233.4,2.91,3161072,153.0,国产动画,2015-11-02 07:11:36,135896.18
18,84.45,1386.85,698.75,13.02,3173367,168.0,国产原创相关,2015-11-02 07:11:36,22013.6
19,104.6,327.86,283.4,1.86,3204024,20.0,宅舞,2015-11-02 07:11:36,14089.61
20,355.9,23019.92,4497.27,16.88,3162177,32.0,完结动画,2015-11-02 07:11:36,150790.12
21,36.37,2920.09,294.73,2.42,3208070,152.0,官方延伸,2015-11-02 07:11:36,6110.72
22,24.0,3257.0,175.5,5.0,3175633,169.0,布袋戏,2015-11-02 07:11:36,5424.5
23,42.58,170.08,210.12,0.85,3159003,166.0,广告,2015-11-02 07:11:36,44303.19
24,49.66,624.24,241.61,2.43,3193391,183.0,影视剪辑,2015-11-02 07:11:36,10420.83
25,72.91,472.64,188.32,4.3,3169558,182.0,影视杂谈,2015-11-02 07:11:36,20431.59
26,20.65,713.46,220.23,1.96,3186685,161.0,手工,2015-11-02 07:11:36,5006.9
27,11.74,692.54,29.5,0.25,3177731,172.0,手机游戏,2015-11-02 07:11:36,2018.39
28,126.48,522.69,201.55,5.61,3195579,138.0,搞笑,2015-11-02 07:11:36,24596.42
29,827.5,3308.0,6519.0,31.0,3159546,127.0,教程演示,2015-11-02 07:11:36,52005.0
30,10.84,615.55,31.65,0.37,3181188,95.0,数码,2015-11-02 07:11:36,6104.58
31,23.41,700.08,122.51,2.46,3172104,21.0,日常,2015-11-02 07:11:36,8204.0
32,44.29,986.37,335.19,3.73,3186531,137.0,明星,2015-11-02 07:11:36,10500.03
33,29.35,882.8,111.14,1.1,3180474,96.0,星海,2015-11-02 07:11:36,10479.26
34,4.67,249.0,193.33,0.0,3186232,158.0,服饰,2015-11-02 07:11:36,3966.67
35,5.18,555.48,85.09,1.18,3187550,98.0,机械,2015-11-02 07:11:36,5850.09
36,24.16,2299.0,118.32,1.19,3173589,173.0,桌游棋牌,2015-11-02 07:11:36,13818.04
37,3.43,575.58,33.13,0.33,3187537,176.0,汽车,2015-11-02 07:11:36,4001.5
38,98.07,402.28,202.62,3.71,3179556,59.0,演奏,2015-11-02 07:11:36,6316.17
39,14.13,4622.65,320.47,1.31,3186132,39.0,演讲-公开课,2015-11-02 07:11:36,3303.15
40,33.54,2926.23,468.69,3.23,3170292,179.0,热血军事,2015-11-02 07:11:36,14541.54
41,30.79,523.39,112.67,1.61,3176203,86.0,特摄,2015-11-02 07:11:36,8088.88
42,18.05,2225.39,40.82,0.5,3168537,171.0,电子竞技,2015-11-02 07:11:36,6106.74
43,7.0,1321.0,116.0,0.33,3180851,82.0,电影相关,2015-11-02 07:11:36,5422.67
44,24.33,172.33,63.0,0.67,3197541,128.0,电视剧相关,2015-11-02 07:11:36,1742.0
45,47.34,1003.56,537.43,2.87,3171880,85.0,短片,2015-11-02 07:11:36,23605.08
46,96.83,330.43,406.95,6.99,3199376,47.0,短片-手书-配音,2015-11-02 07:11:36,6854.72
47,59.08,3560.5,808.97,1.42,3187577,178.0,科学探索,2015-11-02 07:11:36,16444.13
48,87.5,1618.32,348.98,1.15,3195104,162.0,绘画,2015-11-02 07:11:36,4531.2
49,148.88,598.69,352.0,4.82,3202220,27.0,综合,2015-11-02 07:11:36,17406.98
50,28.77,2271.11,258.5,1.97,3172228,71.0,综艺,2015-11-02 07:11:36,8563.6
51,64.39,2813.61,718.97,5.23,3205858,157.0,美妆,2015-11-02 07:11:36,20515.94
52,23.42,863.65,198.15,0.76,3170960,76.0,美食圈,2015-11-02 07:11:36,11289.59
53,251.29,280.09,497.62,5.82,3204299,31.0,翻唱,2015-11-02 07:11:36,13261.5
54,107.06,5669.41,3057.29,7.06,3159424,180.0,舌尖上的旅行,2015-11-02 07:11:36,73865.71
55,226.0,355.94,2132.29,8.76,3195083,156.0,舞蹈教程,2015-11-02 07:11:36,34933.12
56,16.97,166.65,283.95,1.14,3188445,77.58,资讯,2015-11-02 07:11:36,17523.6
57,41.89,988.16,218.99,1.95,3164219,124.0,趣味科普人文,2015-11-02 07:11:36,14475.46
58,15.73,1447.17,377.84,7.65,3200282,163.0,运动,2015-11-02 07:11:36,6804.93
59,518.16,411.95,385.71,2.09,3185412,33.0,连载动画,2015-11-02 07:11:36,396571.31
60,33.67,2449.04,239.19,1.78,3163627,122.0,野生技术协会,2015-11-02 07:11:36,5403.24
61,58.31,150.55,258.52,2.51,3173464,26.0,音MAD,2015-11-02 07:11:36,11746.05
62,47.15,1191.48,239.22,1.72,3203987,130.0,音乐选集,2015-11-02 07:11:36,5429.62
63,6.45,552.8,43.12,0.35,3167051,136.0,音游,2015-11-02 07:11:36,1194.52
64,29.68,1031.39,226.79,1.82,3180079,184.0,预告 资讯,2015-11-02 07:11:36,13150.68
65,944.01,175.91,1834.59,22.21,3202353,22.0,鬼畜调教,2015-11-02 07:11:36,80585.54
0,39.77,1475.21,466.9,4.49,3240883,175.0,ASMR,2015-11-12 07:11:36,16242.7
1,28.72,301.09,116.72,1.37,3213817,121.0,GMV,2015-11-12 07:11:36,4268.51
2,22.24,1166.88,428.7,3.39,3250098,131.0,Korea相关,2015-11-12 07:11:36,9360.98
3,165.61,233.48,533.55,5.77,3253946,24.0,MAD-AMV,2015-11-12 07:11:36,10638.02
4,48.85,220.37,422.23,2.61,3222375,25.0,MMD-3D,2015-11-12 07:11:36,4613.2
5,16.27,1102.01,46.19,1.56,3236916,19.0,Mugen,2015-11-12 07:11:36,7144.81
6,25.94,1240.59,245.82,3.36,3214114,54.0,OP-ED-OST,2015-11-12 07:11:36,7704.9
7,89.86,343.33,355.57,3.57,3213718,30.0,VOCALOID-UTAU,2015-11-12 07:11:36,6013.69
8,130.45,309.75,547.21,4.62,3249738,154.0,三次元舞蹈,2015-11-12 07:11:36,25173.71
9,24.35,1157.89,210.22,2.1,3225909,29.0,三次元音乐,2015-11-12 07:11:36,4721.86
10,502.69,214.28,917.09,11.85,3211101,126.0,人力VOCALOID,2015-11-12 07:11:36,42534.91
11,23.35,3297.8,539.38,1.75,3236228,37.0,人文历史,2015-11-12 07:11:36,8391.56
12,10.67,555.0,113.33,1.0,3239450,164.0,健身,2015-11-12 07:11:36,1746.33
13,106.78,338.98,220.22,3.91,3214511,174.0,其他,2015-11-12 07:11:36,19365.73
14,34.79,347.06,78.03,0.69,3214005,75.0,动物圈,2015-11-12 07:11:36,9159.21
15,1358.62,170.0,2849.5,40.25,3218254,28.0,原创音乐,2015-11-12 07:11:36,61993.88
16,71.75,34196.04,1132.5,15.21,3249445,185.0,国产剧,2015-11-12 07:11:36,77165.5
17,1016.85,2514.48,435.79,7.71,3222722,153.0,国产动画,2015-11-12 07:11:36,274502.19
18,144.23,5332.77,809.54,8.8,3243181,168.0,国产原创相关,2015-11-12 07:11:36,18174.97
19,53510.0,3599.5,105512.5,2902.5,3258305,147.0,国产电影,2015-11-12 07:11:36,2141698.0
20,146.0,446.0,297.02,1.75,3216109,20.0,宅舞,2015-11-12 07:11:36,15303.92
21,440.62,23311.17,2474.94,15.71,3244270,32.0,完结动画,2015-11-12 07:11:36,222238.71
22,30.03,3905.57,210.03,1.4,3214936,152.0,官方延伸,2015-11-12 07:11:36,4430.45
23,187.5,10472.75,1963.5,11.5,3257765,169.0,布袋戏,2015-11-12 07:11:36,57812.0
24,19.79,203.17,152.46,0.58,3249555,166.0,广告,2015-11-12 07:11:36,5538.75
25,56.95,524.3,270.43,2.66,3261205,183.0,影视剪辑,2015-11-12 07:11:36,9641.25
26,41.85,892.4,154.72,2.4,3260150,182.0,影视杂谈,2015-11-12 07:11:36,14414.25
27,51.35,888.73,177.59,1.35,3248836,161.0,手工,2015-11-12 07:11:36,7640.05
28,28.32,676.19,96.79,4.93,3249230,172.0,手机游戏,2015-11-12 07:11:36,18472.66
